timestamp,size,proto,sport,dport,ttl
1765273402.9575813,1466,TCP,443,14820,116
1765273402.958607,1466,TCP,443,14820,116
1765273402.9594374,54,TCP,14820,443,64
1765273402.9604979,1466,TCP,443,14820,116
1765273402.9615543,1466,TCP,443,14820,116
1765273402.9623575,54,TCP,14820,443,64
1765273402.9651415,1466,TCP,443,14820,116
1765273402.966947,1466,TCP,443,14820,116
1765273402.9684088,54,TCP,14820,443,64
1765273402.9703784,1466,TCP,443,14820,116
1765273402.9722607,1466,TCP,443,14820,116
1765273402.9735496,54,TCP,14820,443,64
1765273402.9753563,1466,TCP,443,14820,116
1765273402.9775786,1466,TCP,443,14820,116
1765273402.9795537,54,TCP,14820,443,64
1765273402.98102,1466,TCP,443,14820,116
1765273402.9822311,1466,TCP,443,14820,116
1765273402.983281,54,TCP,14820,443,64
1765273402.9845982,1466,TCP,443,14820,116
1765273402.9856045,1466,TCP,443,14820,116
1765273402.9865754,1466,TCP,443,14820,116
1765273402.9874015,54,TCP,14820,443,64
1765273402.9882898,1466,TCP,443,14820,116
1765273402.9891498,54,TCP,14820,443,64
1765273402.9900458,1466,TCP,443,14820,116
1765273402.9912581,1466,TCP,443,14820,116
1765273402.9920948,54,TCP,14820,443,64
1765273402.9931319,1466,TCP,443,14820,116
1765273402.994261,1466,TCP,443,14820,116
1765273402.995726,54,TCP,14820,443,64
1765273402.9971132,1466,TCP,443,14820,116
1765273402.9982185,1466,TCP,443,14820,116
1765273402.9991124,54,TCP,14820,443,64
1765273403.000043,1466,TCP,443,14820,116
1765273403.00094,1466,TCP,443,14820,116
1765273403.001816,54,TCP,14820,443,64
1765273403.0029254,1466,TCP,443,14820,116
1765273403.0039687,1466,TCP,443,14820,116
1765273403.0050852,54,TCP,14820,443,64
1765273403.0062096,1466,TCP,443,14820,116
1765273403.007198,1466,TCP,443,14820,116
1765273403.0080051,54,TCP,14820,443,64
1765273403.0089526,1466,TCP,443,14820,116
1765273403.0117373,1466,TCP,443,14820,116
1765273403.013077,54,TCP,14820,443,64
1765273403.014533,1466,TCP,443,14820,116
1765273403.0163987,1466,TCP,443,14820,116
1765273403.0181708,1466,TCP,443,14820,116
1765273403.0196002,54,TCP,14820,443,64
1765273403.0209365,1466,TCP,443,14820,116
1765273403.0222795,1466,TCP,443,14820,116
1765273403.0234432,54,TCP,14820,443,64
1765273403.0250902,1466,TCP,443,14820,116
1765273403.0272238,54,TCP,14820,443,64
1765273403.0288265,1466,TCP,443,14820,116
1765273403.0301006,1466,TCP,443,14820,116
1765273403.0311053,54,TCP,14820,443,64
1765273403.0322604,1466,TCP,443,14820,116
1765273403.0336995,1466,TCP,443,14820,116
1765273403.0347729,54,TCP,14820,443,64
1765273403.0359347,1466,TCP,443,14820,116
1765273403.0370705,1466,TCP,443,14820,116
1765273403.037957,54,TCP,14820,443,64
1765273403.039056,1466,TCP,443,14820,116
1765273403.0402393,1466,TCP,443,14820,116
1765273403.0423558,54,TCP,14820,443,64
1765273403.0436525,1466,TCP,443,14820,116
1765273403.044805,1466,TCP,443,14820,116
1765273403.0457594,54,TCP,14820,443,64
1765273403.0472908,1466,TCP,443,14820,116
1765273403.0483925,1466,TCP,443,14820,116
1765273403.0493412,54,TCP,14820,443,64
1765273403.0505111,1466,TCP,443,14820,116
1765273403.0520332,1466,TCP,443,14820,116
1765273403.0531428,54,TCP,14820,443,64
1765273403.0545135,1466,TCP,443,14820,116
1765273403.0556734,1466,TCP,443,14820,116
1765273403.058329,1466,TCP,443,14820,116
1765273403.0611494,1466,TCP,443,14820,116
1765273403.0627759,54,TCP,14820,443,64
1765273403.0642915,1466,TCP,443,14820,116
1765273403.0658357,1466,TCP,443,14820,116
1765273403.067452,1466,TCP,443,14820,116
1765273403.068658,54,TCP,14820,443,64
1765273403.0701883,1466,TCP,443,14820,116
1765273403.0713534,54,TCP,14820,443,64
1765273403.0726926,1466,TCP,443,14820,116
1765273403.0749764,1466,TCP,443,14820,116
1765273403.0765038,1466,TCP,443,14820,116
1765273403.077596,54,TCP,14820,443,64
1765273403.0788,1466,TCP,443,14820,116
1765273403.0798824,1466,TCP,443,14820,116
1765273403.0815187,54,TCP,14820,443,64
1765273403.0827827,1466,TCP,443,14820,116
1765273403.0842104,1466,TCP,443,14820,116
1765273403.085359,54,TCP,14820,443,64
1765273403.0866883,1466,TCP,443,14820,116
1765273403.0877824,54,TCP,14820,443,64
1765273403.0906427,1466,TCP,443,14820,116
1765273403.092406,1466,TCP,443,14820,116
1765273403.0941477,54,TCP,14820,443,64
1765273403.095683,1466,TCP,443,14820,116
1765273403.0969956,1466,TCP,443,14820,116
1765273403.0983253,1466,TCP,443,14820,116
1765273403.0994377,54,TCP,14820,443,64
1765273403.1008086,1466,TCP,443,14820,116
1765273403.1021974,54,TCP,14820,443,64
1765273403.1042683,1466,TCP,443,14820,116
1765273403.1058705,1466,TCP,443,14820,116
1765273403.107534,1466,TCP,443,14820,116
1765273403.1089218,54,TCP,14820,443,64
1765273403.1105378,1466,TCP,443,14820,116
1765273403.11172,54,TCP,14820,443,64
1765273403.11312,1466,TCP,443,14820,116
1765273403.114361,1466,TCP,443,14820,116
1765273403.115541,1466,TCP,443,14820,116
1765273403.1169028,54,TCP,14820,443,64
1765273403.1181648,1466,TCP,443,14820,116
1765273403.11929,1466,TCP,443,14820,116
1765273403.1215525,54,TCP,14820,443,64
1765273403.1233106,1466,TCP,443,14820,116
1765273403.12492,54,TCP,14820,443,64
1765273403.1262574,1466,TCP,443,14820,116
1765273403.1277022,1466,TCP,443,14820,116
1765273403.1293795,1466,TCP,443,14820,116
1765273403.1309614,1466,TCP,443,14820,116
1765273403.1322181,54,TCP,14820,443,64
1765273403.1339443,1466,TCP,443,14820,116
1765273403.1355927,1466,TCP,443,14820,116
1765273403.1386497,1466,TCP,443,14820,116
1765273403.1399853,54,TCP,14820,443,64
1765273403.1413274,1466,TCP,443,14820,116
1765273403.142542,1466,TCP,443,14820,116
1765273403.1439288,54,TCP,14820,443,64
1765273403.1452458,1466,TCP,443,14820,116
1765273403.146386,54,TCP,14820,443,64
1765273403.1477237,1466,TCP,443,14820,116
1765273403.1490455,1466,TCP,443,14820,116
1765273403.1502886,54,TCP,14820,443,64
1765273403.1523721,1466,TCP,443,14820,116
1765273403.1546419,1466,TCP,443,14820,116
1765273403.1558976,54,TCP,14820,443,64
1765273403.1574638,1466,TCP,443,14820,116
1765273403.1592088,1466,TCP,443,14820,116
1765273403.1603584,54,TCP,14820,443,64
1765273403.161635,1466,TCP,443,14820,116
1765273403.1627903,1466,TCP,443,14820,116
1765273403.163892,54,TCP,14820,443,64
1765273403.165622,1466,TCP,443,14820,116
1765273403.167543,1466,TCP,443,14820,116
1765273403.169257,1466,TCP,443,14820,116
1765273403.1706443,54,TCP,14820,443,64
1765273403.1725368,1466,TCP,443,14820,116
1765273403.173807,54,TCP,14820,443,64
1765273403.1748784,1466,TCP,443,14820,116
1765273403.1759133,722,TCP,443,14820,116
1765273403.1768734,54,TCP,14820,443,64
1765273403.1781917,1466,TCP,443,14820,116
1765273403.1794326,1466,TCP,443,14820,116
1765273403.1803787,54,TCP,14820,443,64
1765273403.1814265,1466,TCP,443,14820,116
1765273403.1825247,1466,TCP,443,14820,116
1765273403.1849341,54,TCP,14820,443,64
1765273403.186813,1466,TCP,443,14820,116
1765273403.1885183,1466,TCP,443,14820,116
1765273403.189926,54,TCP,14820,443,64
1765273403.191533,1466,TCP,443,14820,116
1765273403.1928954,1466,TCP,443,14820,116
1765273403.1939607,54,TCP,14820,443,64
1765273403.1953988,1466,TCP,443,14820,116
1765273403.1966567,1466,TCP,443,14820,116
1765273403.1976736,54,TCP,14820,443,64
1765273403.1988552,1466,TCP,443,14820,116
1765273403.2007868,1466,TCP,443,14820,116
1765273403.2019892,54,TCP,14820,443,64
1765273403.2031348,1466,TCP,443,14820,116
1765273403.2042463,1466,TCP,443,14820,116
1765273403.2055795,1466,TCP,443,14820,116
1765273403.2070515,54,TCP,14820,443,64
1765273403.2081888,1466,TCP,443,14820,116
1765273403.2091274,54,TCP,14820,443,64
1765273403.210203,1466,TCP,443,14820,116
1765273403.2112286,1466,TCP,443,14820,116
1765273403.2121549,54,TCP,14820,443,64
1765273403.2132714,1466,TCP,443,14820,116
1765273403.2144063,1466,TCP,443,14820,116
1765273403.21632,54,TCP,14820,443,64
1765273403.2181828,1466,TCP,443,14820,116
1765273403.2196114,1466,TCP,443,14820,116
1765273403.2206635,54,TCP,14820,443,64
1765273403.221714,1466,TCP,443,14820,116
1765273403.222743,1466,TCP,443,14820,116
1765273403.2236702,54,TCP,14820,443,64
1765273403.2247577,1466,TCP,443,14820,116
1765273403.2258153,1466,TCP,443,14820,116
1765273403.2268672,54,TCP,14820,443,64
1765273403.228323,1466,TCP,443,14820,116
1765273403.2297604,1466,TCP,443,14820,116
1765273403.232335,54,TCP,14820,443,64
1765273403.2341552,1466,TCP,443,14820,116
1765273403.2357953,968,TCP,443,14820,116
1765273403.2370887,54,TCP,14820,443,64
1765273403.2382507,93,TCP,14820,443,64
1765273403.2394884,1032,TCP,443,54764,115
1765273403.2408407,85,TCP,443,54764,115
1765273403.2423122,54,TCP,54764,443,64
1765273403.2437108,85,TCP,54764,443,64
1765273403.2452517,66,TCP,47169,53,64
1765273403.24832,60,TCP,443,14820,116
1765273403.249666,66,TCP,33044,53,64
1765273403.251376,66,TCP,6714,53,64
1765273403.254027,66,TCP,53,33044,61
1765273403.2579486,66,TCP,53,6714,61
1765273403.2603805,54,TCP,33044,53,64
1765273403.263339,54,TCP,6714,53,64
1765273403.2649152,56,TCP,33044,53,64
1765273403.266332,100,TCP,33044,53,64
1765273403.267709,56,TCP,6714,53,64
1765273403.269327,100,TCP,6714,53,64
1765273403.270585,60,TCP,53,33044,61
1765273403.2720652,60,TCP,53,33044,61
1765273403.2732215,60,TCP,53,6714,61
1765273403.2754924,152,TCP,53,33044,61
1765273403.277526,60,TCP,53,6714,61
1765273403.2795503,118,TCP,53,6714,61
1765273403.2808619,54,TCP,33044,53,64
1765273403.282356,54,TCP,6714,53,64
1765273403.2837713,60,TCP,53,33044,61
1765273403.2849994,60,TCP,53,6714,61
1765273403.2861881,66,TCP,46096,443,64
1765273403.287316,54,TCP,33044,53,64
1765273403.2884753,54,TCP,6714,53,64
1765273403.2898166,433,TCP,443,54764,115
1765273403.2909172,85,TCP,443,54764,115
1765273403.2920847,93,TCP,443,54764,115
1765273403.2941186,54,TCP,54764,443,64
1765273403.295621,93,TCP,54764,443,64
1765273403.2968626,66,TCP,53,47169,59
1765273403.2979455,54,TCP,47169,53,64
1765273403.2990658,56,TCP,47169,53,64
1765273403.3004365,92,TCP,47169,53,64
1765273403.301833,60,TCP,443,54764,115
1765273403.3032172,66,TCP,443,46096,115
1765273403.3044977,54,TCP,46096,443,64
1765273403.305739,1466,TCP,46096,443,64
1765273403.30713,944,TCP,46096,443,64
1765273403.3087556,1292,UDP,51607,443,64
1765273403.3104908,60,TCP,53,47169,59
1765273403.312074,60,TCP,53,47169,59
1765273403.3140316,252,TCP,53,47169,59
1765273403.315108,66,TCP,29901,443,64
1765273403.316732,54,TCP,47169,53,64
1765273403.3181133,60,TCP,443,54764,115
1765273403.3193004,60,TCP,443,46096,115
1765273403.3206384,60,TCP,443,46096,115
1765273403.321993,60,TCP,53,47169,59
1765273403.323208,54,TCP,47169,53,64
1765273403.325688,1466,TCP,443,46096,115
1765273403.3269033,135,TCP,443,46096,115
1765273403.3282714,54,TCP,46096,443,64
1765273403.3296027,144,TCP,46096,443,64
1765273403.3310838,146,TCP,46096,443,64
1765273403.3325913,1466,TCP,46096,443,64
1765273403.3341606,1420,TCP,46096,443,64
1765273403.3357544,157,TCP,46096,443,64
1765273403.3373013,66,TCP,49700,53,64
1765273403.339159,66,TCP,25056,53,64
1765273403.340935,66,TCP,53,49700,61
1765273403.342579,66,TCP,53,25056,61
1765273403.3442867,54,TCP,49700,53,64
1765273403.3457835,54,TCP,25056,53,64
1765273403.3476284,56,TCP,25056,53,64
1765273403.34891,98,TCP,25056,53,64
1765273403.3501592,56,TCP,49700,53,64
1765273403.3513534,98,TCP,49700,53,64
1765273403.3527174,60,TCP,53,25056,61
1765273403.3540993,60,TCP,53,25056,61
1765273403.3558536,60,TCP,53,49700,61
1765273403.3570302,60,TCP,53,49700,61
1765273403.3585458,116,TCP,53,25056,61
1765273403.3598099,54,TCP,25056,53,64
1765273403.3608575,60,TCP,53,25056,61
1765273403.3619368,54,TCP,25056,53,64
1765273403.3631148,54,TCP,49700,53,64
1765273403.3641624,1466,TCP,14820,443,64
1765273403.3653386,1466,TCP,14820,443,64
1765273403.3665068,633,TCP,14820,443,64
1765273403.367513,60,TCP,53,49700,61
1765273403.3685558,54,TCP,49700,53,64
1765273403.369944,66,TCP,46762,443,64
1765273403.3716657,1072,TCP,443,46096,115
1765273403.3728285,60,TCP,443,46096,115
1765273403.3739274,85,TCP,46096,443,64
1765273403.375065,85,TCP,443,46096,115
1765273403.376547,60,TCP,443,14820,116
1765273403.3780875,60,TCP,443,14820,116
1765273403.3799784,1466,TCP,14820,443,64
1765273403.3814778,1466,TCP,14820,443,64
1765273403.3831236,1466,TCP,14820,443,64
1765273403.3848407,119,TCP,14820,443,64
1765273403.3881366,1466,TCP,14820,443,64
1765273403.3903837,1466,TCP,14820,443,64
1765273403.3922298,1466,TCP,14820,443,64
1765273403.3940244,108,TCP,14820,443,64
1765273403.3959572,1466,TCP,14820,443,64
1765273403.3972855,1466,TCP,14820,443,64
1765273403.3983629,877,TCP,14820,443,64
1765273403.3993666,1466,TCP,14820,443,64
1765273403.4004166,1466,TCP,14820,443,64
1765273403.401856,738,TCP,14820,443,64
1765273403.4035397,1466,TCP,14820,443,64
1765273403.404782,1466,TCP,14820,443,64
1765273403.4060035,740,TCP,14820,443,64
1765273403.40765,1466,TCP,14820,443,64
1765273403.4090922,1466,TCP,14820,443,64
1765273403.4103167,624,TCP,14820,443,64
1765273403.4117744,1466,TCP,14820,443,64
1765273403.4128919,1466,TCP,14820,443,64
1765273403.4138656,235,TCP,14820,443,64
1765273403.414976,60,TCP,443,14820,116
1765273403.415925,60,TCP,443,14820,116
1765273403.416914,60,TCP,443,14820,116
1765273403.4187124,60,TCP,443,14820,116
1765273403.4198682,60,TCP,443,14820,116
1765273403.421064,66,TCP,443,46762,116
1765273403.4221997,54,TCP,46762,443,64
1765273403.4234066,1466,TCP,46762,443,64
1765273403.424589,844,TCP,46762,443,64
1765273403.4256363,60,TCP,443,14820,116
1765273403.426649,60,TCP,443,14820,116
1765273403.427653,60,TCP,443,14820,116
1765273403.4289844,60,TCP,443,14820,116
1765273403.430089,60,TCP,443,14820,116
1765273403.4317427,60,TCP,443,14820,116
1765273403.434176,454,TCP,443,46096,115
1765273403.4355044,361,TCP,443,46096,115
1765273403.4364772,85,TCP,443,46096,115
1765273403.4375663,134,TCP,443,14820,116
1765273403.4388125,54,TCP,46096,443,64
1765273403.4405644,1466,TCP,443,14820,116
1765273403.4416487,93,TCP,443,46096,115
1765273403.442875,1466,TCP,443,14820,116
1765273403.4438615,54,TCP,14820,443,64
1765273403.4449718,1466,TCP,443,14820,116
1765273403.446091,54,TCP,14820,443,64
1765273403.447186,1466,TCP,443,14820,116
1765273403.4482584,1466,TCP,443,14820,116
1765273403.450171,54,TCP,14820,443,64
1765273403.4512994,1466,TCP,443,14820,116
1765273403.452396,1466,TCP,443,14820,116
1765273403.4533222,54,TCP,14820,443,64
1765273403.4545557,1466,TCP,443,14820,116
1765273403.4557624,93,TCP,46096,443,64
1765273403.4568517,1466,TCP,443,14820,116
1765273403.4579358,1466,TCP,443,14820,116
1765273403.459316,1466,TCP,443,14820,116
1765273403.4601924,1466,TCP,443,14820,116
1765273403.4609833,54,TCP,14820,443,64
1765273403.461864,1466,TCP,443,14820,116
1765273403.462659,54,TCP,14820,443,64
1765273403.4637415,1466,TCP,443,14820,116
1765273403.4656954,1466,TCP,443,14820,116
1765273403.4665825,54,TCP,14820,443,64
1765273403.467542,1466,TCP,443,14820,116
1765273403.4684386,1466,TCP,443,14820,116
1765273403.4695034,54,TCP,14820,443,64
1765273403.4709146,1466,TCP,443,14820,116
1765273403.47199,1466,TCP,443,14820,116
1765273403.4728403,54,TCP,14820,443,64
1765273403.4737628,1466,TCP,443,14820,116
1765273403.474744,1466,TCP,443,14820,116
1765273403.4756076,1466,TCP,443,14820,116
1765273403.476391,54,TCP,14820,443,64
1765273403.4775271,1466,TCP,443,14820,116
1765273403.478393,54,TCP,14820,443,64
1765273403.47929,1466,TCP,443,14820,116
1765273403.481039,1466,TCP,443,14820,116
1765273403.4819484,54,TCP,14820,443,64
1765273403.4829543,1466,TCP,443,14820,116
1765273403.4838498,1466,TCP,443,14820,116
1765273403.4846978,54,TCP,14820,443,64
1765273403.485605,1466,TCP,443,14820,116
1765273403.4865727,1466,TCP,443,14820,116
1765273403.487324,54,TCP,14820,443,64
1765273403.4882612,1466,TCP,443,14820,116
1765273403.4891002,1466,TCP,443,14820,116
1765273403.4898217,54,TCP,14820,443,64
1765273403.4906802,1466,TCP,443,14820,116
1765273403.4916365,892,TCP,443,14820,116
1765273403.4925926,1466,TCP,443,14820,116
1765273403.4934242,54,TCP,14820,443,64
1765273403.4943175,1466,TCP,443,14820,116
1765273403.4963593,1466,TCP,443,14820,116
1765273403.4973333,54,TCP,14820,443,64
1765273403.498416,1466,TCP,443,14820,116
1765273403.4993737,1466,TCP,443,14820,116
1765273403.5002365,54,TCP,14820,443,64
1765273403.501118,1466,TCP,443,14820,116
1765273403.5020037,1466,TCP,443,14820,116
1765273403.5027473,54,TCP,14820,443,64
1765273403.5035837,1466,TCP,443,14820,116
1765273403.5043137,54,TCP,14820,443,64
1765273403.5052292,1466,TCP,443,14820,116
1765273403.5061357,1466,TCP,443,14820,116
1765273403.5070055,1466,TCP,443,14820,116
1765273403.5077784,54,TCP,14820,443,64
1765273403.5086038,1163,TCP,443,14820,116
1765273403.5093973,161,TCP,443,14820,116
1765273403.5118806,54,TCP,14820,443,64
1765273403.513281,1466,TCP,443,14820,116
1765273403.5143905,54,TCP,14820,443,64
1765273403.515591,1466,TCP,443,14820,116
1765273403.5169163,1466,TCP,443,14820,116
1765273403.5178628,54,TCP,14820,443,64
1765273403.519076,93,TCP,14820,443,64
1765273403.5202093,1466,TCP,443,14820,116
1765273403.5211399,1466,TCP,443,14820,116
1765273403.5219443,54,TCP,14820,443,64
1765273403.5228214,1466,TCP,443,14820,116
1765273403.523588,54,TCP,14820,443,64
1765273403.5247073,1466,TCP,443,14820,116
1765273403.5269558,54,TCP,14820,443,64
1765273403.5281324,1466,TCP,443,14820,116
1765273403.529166,1466,TCP,443,14820,116
1765273403.530014,54,TCP,14820,443,64
1765273403.5310285,1466,TCP,443,14820,116
1765273403.531813,54,TCP,14820,443,64
1765273403.5327673,1466,TCP,443,14820,116
1765273403.5336118,54,TCP,14820,443,64
1765273403.5346146,1466,TCP,443,14820,116
1765273403.5353847,54,TCP,14820,443,64
1765273403.536254,1466,TCP,443,14820,116
1765273403.5371368,1466,TCP,443,14820,116
1765273403.5378747,54,TCP,14820,443,64
1765273403.5387099,1466,TCP,443,14820,116
1765273403.5396528,54,TCP,14820,443,64
1765273403.540767,1466,TCP,443,14820,116
1765273403.5426579,1466,TCP,443,14820,116
1765273403.5435615,54,TCP,14820,443,64
1765273403.5446446,1466,TCP,443,14820,116
1765273403.5454538,54,TCP,14820,443,64
1765273403.5465016,1466,TCP,443,14820,116
1765273403.547331,54,TCP,14820,443,64
1765273403.5487576,1466,TCP,443,14820,116
1765273403.5496402,1466,TCP,443,14820,116
1765273403.55044,54,TCP,14820,443,64
1765273403.5512948,1466,TCP,443,14820,116
1765273403.55206,54,TCP,14820,443,64
1765273403.5529425,1466,TCP,443,14820,116
1765273403.5538738,892,TCP,443,14820,116
1765273403.5550833,1466,TCP,443,14820,116
1765273403.556529,1466,TCP,443,14820,116
1765273403.5581453,54,TCP,14820,443,64
1765273403.5597568,1466,TCP,443,14820,116
1765273403.5614004,1466,TCP,443,14820,116
1765273403.5626729,54,TCP,14820,443,64
1765273403.564011,1466,TCP,443,14820,116
1765273403.565145,54,TCP,14820,443,64
1765273403.5665672,1466,TCP,443,14820,116
1765273403.5679846,54,TCP,14820,443,64
1765273403.5693223,1466,TCP,443,14820,116
1765273403.570464,54,TCP,14820,443,64
1765273403.5719717,1466,TCP,443,14820,116
1765273403.573866,54,TCP,14820,443,64
1765273403.575548,1466,TCP,443,14820,116
1765273403.5768328,54,TCP,14820,443,64
1765273403.57823,1466,TCP,443,14820,116
1765273403.579215,54,TCP,14820,443,64
1765273403.5804543,1466,TCP,443,14820,116
1765273403.5819283,54,TCP,14820,443,64
1765273403.5831711,1466,TCP,443,14820,116
1765273403.5844126,54,TCP,14820,443,64
1765273403.5859988,1466,TCP,443,14820,116
1765273403.589104,1466,TCP,443,14820,116
1765273403.590914,1466,TCP,443,14820,116
1765273403.5924773,1466,TCP,443,14820,116
1765273403.5937555,1466,TCP,443,14820,116
1765273403.5950022,1466,TCP,443,14820,116
1765273403.5961106,1466,TCP,443,14820,116
1765273403.5972202,54,TCP,14820,443,64
1765273403.5982451,1466,TCP,443,14820,116
1765273403.5993557,1466,TCP,443,14820,116
1765273403.600287,54,TCP,14820,443,64
1765273403.601386,1466,TCP,443,14820,116
1765273403.6026227,54,TCP,14820,443,64
1765273403.604462,1466,TCP,443,14820,116
1765273403.6057642,1466,TCP,443,14820,116
1765273403.6068137,54,TCP,14820,443,64
1765273403.6079586,1466,TCP,443,14820,116
1765273403.6089947,54,TCP,14820,443,64
1765273403.610041,1466,TCP,443,14820,116
1765273403.611028,54,TCP,14820,443,64
1765273403.6123168,1466,TCP,443,14820,116
1765273403.6135097,1466,TCP,443,14820,116
1765273403.6144266,54,TCP,14820,443,64
1765273403.615542,1466,TCP,443,14820,116
1765273403.6166732,54,TCP,14820,443,64
1765273403.6177256,1466,TCP,443,14820,116
1765273403.6198251,54,TCP,14820,443,64
1765273403.6210732,1466,TCP,443,14820,116
1765273403.6220777,54,TCP,14820,443,64
1765273403.6233072,1466,TCP,443,14820,116
1765273403.624278,54,TCP,14820,443,64
1765273403.6254506,1466,TCP,443,14820,116
1765273403.6263418,54,TCP,14820,443,64
1765273403.6273603,1466,TCP,443,14820,116
1765273403.6282263,54,TCP,14820,443,64
1765273403.6292012,276,TCP,443,14820,116
1765273403.6302228,164,TCP,443,14820,116
1765273403.631168,54,TCP,14820,443,64
1765273403.6323247,1466,TCP,443,14820,116
1765273403.633162,54,TCP,14820,443,64
1765273403.6351073,990,TCP,443,14820,116
1765273403.6362174,161,TCP,443,14820,116
1765273403.637296,54,TCP,14820,443,64
1765273403.6382945,1466,TCP,443,14820,116
1765273403.6391373,54,TCP,14820,443,64
1765273403.6401334,1466,TCP,443,14820,116
1765273403.6410506,1466,TCP,443,14820,116
1765273403.641822,54,TCP,14820,443,64
1765273403.6428032,1466,TCP,443,14820,116
1765273403.6436017,54,TCP,14820,443,64
1765273403.644517,1466,TCP,443,14820,116
1765273403.6453047,54,TCP,14820,443,64
1765273403.6461668,1466,TCP,443,14820,116
1765273403.647111,1345,TCP,443,14820,116
1765273403.6478899,163,TCP,443,14820,116
1765273403.6486151,54,TCP,14820,443,64
1765273403.6497066,1466,TCP,443,14820,116
1765273403.6514485,54,TCP,14820,443,64
1765273403.6525555,1466,TCP,443,14820,116
1765273403.6539977,1466,TCP,443,14820,116
1765273403.655259,54,TCP,14820,443,64
1765273403.6564705,1297,TCP,443,14820,116
1765273403.6573713,54,TCP,14820,443,64
1765273403.6584067,285,TCP,443,14820,116
1765273403.6592875,85,TCP,443,14820,116
1765273403.6600685,54,TCP,14820,443,64
1765273403.6609926,1292,UDP,54039,443,64
1765273403.661996,1292,UDP,58864,443,64
1765273403.6627862,60,TCP,443,14820,116
1765273403.66357,66,TCP,8922,443,64
1765273403.6643965,60,TCP,443,46096,115
1765273403.6664834,60,TCP,443,46762,116
1765273403.6675982,60,TCP,443,46762,116
1765273403.668527,1466,TCP,14820,443,64
1765273403.669503,1466,TCP,14820,443,64
1765273403.6703167,297,TCP,14820,443,64
1765273403.6712883,1466,TCP,14820,443,64
1765273403.6722105,1466,TCP,14820,443,64
1765273403.6730921,671,TCP,14820,443,64
1765273403.673911,158,TCP,443,14820,116
1765273403.6749394,1466,TCP,443,14820,116
1765273403.6761787,1466,TCP,443,14820,116
1765273403.6769953,54,TCP,14820,443,64
1765273403.6779594,1466,TCP,443,14820,116
1765273403.6789052,54,TCP,14820,443,64
1765273403.6798346,1466,TCP,443,14820,116
1765273403.6818285,54,TCP,14820,443,64
1765273403.6829097,1332,TCP,443,14820,116
1765273403.683816,93,TCP,443,14820,116
1765273403.6846285,54,TCP,14820,443,64
1765273403.685635,93,TCP,14820,443,64
1765273403.6866286,448,TCP,443,14820,116
1765273403.687485,54,TCP,14820,443,64
1765273403.6885526,1466,TCP,443,46762,116
1765273403.6893685,117,TCP,443,46762,116
1765273403.6901426,54,TCP,46762,443,64
1765273403.6909692,128,TCP,46762,443,64
1765273403.691803,146,TCP,46762,443,64
1765273403.6927311,790,TCP,46762,443,64
1765273403.6936269,174,TCP,46762,443,64
1765273403.6944878,175,TCP,46762,443,64
1765273403.6953588,1466,TCP,14820,443,64
1765273403.6965773,1466,TCP,14820,443,64
1765273403.69824,740,TCP,14820,443,64
1765273403.6995637,60,TCP,443,14820,116
1765273403.70058,1466,TCP,14820,443,64
1765273403.701522,1466,TCP,14820,443,64
1765273403.7023706,281,TCP,14820,443,64
1765273403.7031841,60,TCP,443,14820,116
1765273403.7040706,60,TCP,443,14820,116
1765273403.7049177,59,TCP,18099,443,64
1765273403.705831,385,TCP,18099,443,64
1765273403.7067623,71,TCP,18099,443,64
1765273403.70762,60,TCP,443,14820,116
1765273403.7084398,60,TCP,443,14820,116
1765273403.7092447,60,TCP,443,14820,116
1765273403.7100465,161,TCP,443,14820,116
1765273403.7110307,1466,TCP,443,14820,116
1765273403.711901,1466,TCP,443,14820,116
1765273403.7139828,54,TCP,14820,443,64
1765273403.7152278,1466,TCP,443,14820,116
1765273403.7161806,54,TCP,14820,443,64
1765273403.7171915,1466,TCP,443,14820,116
1765273403.7182612,1466,TCP,443,14820,116
1765273403.7191937,1466,TCP,443,14820,116
1765273403.7201767,54,TCP,14820,443,64
1765273403.7212982,1466,TCP,443,14820,116
1765273403.7221563,54,TCP,14820,443,64
1765273403.7232285,1466,TCP,443,14820,116
1765273403.7242014,1466,TCP,443,14820,116
1765273403.725048,54,TCP,14820,443,64
1765273403.726064,733,TCP,443,14820,116
1765273403.7271144,93,TCP,443,14820,116
1765273403.7288811,54,TCP,14820,443,64
1765273403.7299578,93,TCP,14820,443,64
1765273403.7310822,1466,TCP,14820,443,64
1765273403.7322407,1466,TCP,14820,443,64
1765273403.7332668,730,TCP,14820,443,64
1765273403.7344973,1466,TCP,14820,443,64
1765273403.7356124,1466,TCP,14820,443,64
1765273403.736581,638,TCP,14820,443,64
1765273403.7376337,1466,TCP,14820,443,64
1765273403.7387009,1466,TCP,14820,443,64
1765273403.7397013,638,TCP,14820,443,64
1765273403.7415278,1466,TCP,14820,443,64
1765273403.7428646,1466,TCP,14820,443,64
1765273403.7450335,638,TCP,14820,443,64
1765273403.7464666,1466,TCP,14820,443,64
1765273403.7478156,1466,TCP,14820,443,64
1765273403.7494197,638,TCP,14820,443,64
1765273403.750674,1466,TCP,14820,443,64
1765273403.7521865,1466,TCP,14820,443,64
1765273403.7535849,1466,TCP,14820,443,64
1765273403.7547505,120,TCP,14820,443,64
1765273403.756187,1466,TCP,14820,443,64
1765273403.75748,1466,TCP,14820,443,64
