timestamp,upload_kb,download_kb
16:07:13,0.0537109375,0.416015625
16:07:14,2.5009765625,0.708984375
16:07:15,3.5380859375,0.498046875
16:07:16,18.9365234375,5.0771484375
16:07:18,3.5888671875,0.591796875
